Gene_1,Gene_2,Conditional_Probability_Mean,Conditional_Probability_SD,Conditional_Probability_CI_low,Conditional_Probability_CI_high,Relative_Risk_Mean,Relative_Risk_SD,Relative_Risk_CI_low,Relative_Risk_CI_high
qacEdelta1,parC_S80R,0.191462944,0.039406172,0.183643905,0.199281983,2.859184864,0.605624588,2.739015807,2.979353921
qacEdelta1,merP,0.188761585,0.02718385,0.183367719,0.194155451,3.238963714,0.52120286,3.135545759,3.342381669
qacEdelta1,grdA,0.176849913,0.103849364,0.156243946,0.19745588,2.587469412,1.629218276,2.26419716,2.910741665
qacEdelta1,rmtB1,0.168922111,0.138590719,0.141422706,0.196421516,2.478171948,2.154359027,2.050700378,2.905643518
qacEdelta1,tetA,0.162546835,0.022713943,0.158039896,0.167053774,2.569730691,0.420797422,2.486235354,2.653226029
qacEdelta1,fosA7_4,0.156415321,0.082199953,0.140105067,0.172725575,2.247204665,1.198057666,2.009484031,2.484925298
qacEdelta1,blaCTX_M_65,0.156236613,0.052260541,0.145866988,0.166606238,2.261992405,0.783294442,2.106569795,2.417415016
qacEdelta1,fosA3,0.152628809,0.079823395,0.136790116,0.168467502,2.207211979,1.174319105,1.974201592,2.440222366
qacEdelta1,sul2,0.143668946,0.019880721,0.13972418,0.147613712,2.295729241,0.322551633,2.231727999,2.359730483
qacEdelta1,aph6_Id,0.125606577,0.014426476,0.122744052,0.128469103,2.00581926,0.253143886,1.955590021,2.056048499
qacEdelta1,aph3pp_Ib,0.125225554,0.014876519,0.12227373,0.128177378,1.970775934,0.2494723,1.921275217,2.02027665
qacEdelta1,aph3p_IIa,0.120043262,0.054036716,0.109321206,0.130765319,1.730190861,0.789274028,1.573581771,1.886799952
qacEdelta1,gyrA_S83Y,0.1163356,0.026702379,0.111037268,0.121633931,1.700277307,0.381915621,1.624496962,1.776057652
qacEdelta1,blaCTX_M_14,0.089148324,0.051044964,0.079019895,0.099276752,1.287131598,0.77274666,1.133801896,1.4404613
qacEdelta1,blaCTX_M,0.088248842,0.022274548,0.083829088,0.092668595,1.278532355,0.306940973,1.217628607,1.339436103
qacEdelta1,blaCMY,0.08494801,0.031193824,0.078758479,0.091137541,1.21394463,0.424628834,1.129689057,1.298200203
qacEdelta1,fosA7_7,0.083311784,0.031346025,0.077092053,0.089531515,1.197313224,0.46584132,1.1048802,1.289746249
qacEdelta1,silR,0.082786566,0.011865009,0.080432291,0.085140841,1.216206849,0.155965287,1.185259952,1.247153745
qacEdelta1,silS,0.082061595,0.011804191,0.079719387,0.084403802,1.200705974,0.15344879,1.170258405,1.231153543
qacEdelta1,silP,0.081712155,0.012281146,0.079275309,0.084149001,1.199509265,0.1598651,1.167788561,1.231229969
qacEdelta1,silF,0.081495639,0.012114864,0.079091787,0.083899491,1.203482055,0.170319693,1.169686932,1.237277177
qacEdelta1,silB,0.081312179,0.011916576,0.078947672,0.083676687,1.194950767,0.160410188,1.163121906,1.226779629
qacEdelta1,silA,0.081286811,0.011360883,0.079032565,0.083541056,1.192896787,0.151899403,1.16275665,1.223036924
qacEdelta1,tetB,0.081172143,0.01650624,0.077896947,0.084447339,1.172861038,0.228173667,1.127586433,1.218135644
qacEdelta1,silE,0.081104164,0.012107419,0.07870179,0.083506539,1.199334564,0.161945012,1.167201161,1.231467968
qacEdelta1,silC,0.079995904,0.011272801,0.077759136,0.082232673,1.179290486,0.148819061,1.149761556,1.208819417
qacEdelta1,blaTEM,0.076864663,0.011030047,0.074676062,0.079053264,1.121348851,0.156928062,1.090210919,1.152486783
qacEdelta1,arsC,0.074173894,0.011698231,0.071852711,0.076495077,1.065702,0.146574108,1.036618517,1.094785483
qacEdelta1,gyrB_S464F,0.072718488,0.042082483,0.06436841,0.081068565,1.049700633,0.613035098,0.92806117,1.171340096
qacEdelta1,blaCTX_M_55,0.072088902,0.025068173,0.067114833,0.077062972,1.031962971,0.345491787,0.963409905,1.100516037
qacEdelta1,gyrA_D87G,0.070847521,0.016687313,0.067536397,0.074158646,1.01135175,0.210574517,0.969569198,1.053134303
qacEdelta1,blaTEM_1,0.0707061,0.013026653,0.06812133,0.073290871,1.015516713,0.158591351,0.984048749,1.046984678
qacEdelta1,blaCMY_2,0.069902417,0.023434452,0.065252514,0.074552321,1.011887406,0.342809819,0.943866501,1.079908311
qacEdelta1,pcoA,0.068636833,0.009259486,0.06679955,0.070474115,0.987148873,0.107766666,0.965765629,1.008532118
